序号,编号,轮次,场次,处罚时间,year,赛事,年龄,球队,受罚,受罚者,行为,分类,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,对象,运动员,官员,裁判员,影响,不良,严重,恶劣,十分恶劣,违纪条款,停赛时间、场次,罚款金额,罚款、停赛标准,用时,备注
258,3,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,天津权健U18队,运动员,运动员,赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,6月,0,,37,
259,3,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,天津权健U18队,运动员,运动员,赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,6月,0,,37,
260,3,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,天津权健U18队,运动员,运动员,赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,6月,0,,37,
261,3,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,天津权健U18队,运动员,运动员,赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,6月,0,,37,
262,3,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,天津权健U18队,运动员,运动员,赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,6月,0,,37,
263,4,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,长春亚泰U18队,运动员,运动员,赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,6月,0,,37,
264,4,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,长春亚泰U18队,运动员,运动员,赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,6月,0,,37,
265,4,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,长春亚泰U18队,运动员,运动员,赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,6月,0,,37,
266,5,2,20,2017.1.4,2017,全国青少年男足U18锦标赛,青少年,长春亚泰U18队,俱乐部,俱乐部,3名队员赛后参与打架,11,0,0,0,0,0,0,0,0,0,0,1,0,0,运动员,1,0,0,不良,1,0,0,0,56 98,警告,0,,37,
267,6,,,2017.1.4,2017,中甲联赛,成人,大连一方队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,66,5月,0,,,
268,7,,,2017.1.4,2017,中超联赛,成人,广州恒大队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,66,5月,0,,,
269,8,,,2017.2.16,2017,中超联赛,成人,延边富德队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,66,8月,0,,,
270,9,,31,2017.2.22,2017,全国青少年男足U14锦标赛,青少年,杭州启蒙清河中学队,官员,官员,辱骂 威胁,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,55 46 68 98,7,0,,,
271,9,,31,2017.2.22,2017,全国青少年男足U14锦标赛,青少年,杭州启蒙清河中学队,官员,官员,辱骂 威胁,13,0,0,0,0,0,0,0,0,0,0,0,0,1,裁判员,0,0,1,不良,1,0,0,0,55 46 68 98,7,0,,,
272,10,,31,2017.2.22,2017,全国青少年男足U14锦标赛,青少年,杭州启蒙清河中学队,官员,官员,辱骂 威胁，多次暴力攻击裁判员,11 13,0,0,0,0,0,0,0,0,0,0,1,0,1,裁判员,0,0,1,恶劣,0,0,1,0,55 46 24 68 98,禁入足球界,0,,,
273,11,,,2017.2.22,2017,女超联赛,成人,长春大众卓越女足队,运动员,运动员,年龄造假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,66,3月,0,,,
276,14,,2,2017.3.8,2017,中超联赛,成人,广州恒大淘宝队,官员,官员,赛后裁判员退场时向裁判组投掷矿泉水瓶,2,0,1,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,105 13 47,5,25000,17,3,
277,16,,2,2017.3.8,2017,中超联赛,成人,北京中赫国安队,运动员,运动员,使用过分力量铲倒对方队员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,10000,17,3,
278,17,,2,2017.3.8,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,未按规定离开替补席且滞留较长时间,6,0,0,0,0,0,1,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,105 13,2,10000,17,3,
279,18,,8,2017.3.8,2017,中超联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,击打,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,3,
280,19,,8,2017.3.8,2017,中超俱乐部预备队联赛,成人,江苏苏宁苏宁易购队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,10000,17,2,
281,20,,8,2017.3.8,2017,中超俱乐部预备队联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,2,
282,21,,1,2017.3.8,2017,中超俱乐部预备队联赛,成人,天津权健队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,2,
283,22,,46,2017.3.8,2017,中足协室内五人制足球超级联赛,成人,深圳市南岭铁狼队,运动员,运动员,辱骂 撞击,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,6,30000,17,4,
284,23,,,2017.3.15,2017,中甲联赛,成人,新疆天山雪豹队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,6月,0,,,
285,0,,,2017.3.15,2017,中甲联赛,成人,新疆天山雪豹队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,5月,0,,,
286,0,,5,2017.3.15,2017,中甲联赛,成人,石家庄永昌队,运动员,运动员,辱骂对方队员，并作出侮辱性手势,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,5,25000,17,4,
287,0,,14,2017.3.15,2017,中超俱乐部预备队联赛,成人,天津权健队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,5,25000,17,3,
288,27,,16,2017.3.22,2017,中超联赛,成人,广州恒大淘宝队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,1,8000,17,12,
289,28,,14,2017.3.22,2017,中超联赛,成人,上海绿地申花队,运动员,运动员,使用猛烈力量，恶意踩踏对方队员脚面,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,极其恶劣,0,0,0,1,56 49,6月,120000,17,11,
290,29,,14,2017.3.22,2017,中超联赛,成人,上海绿地申花队,运动员,运动员,竖起大拇指（打手势）,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,10000,17,11,
292,30,,12,2017.3.22,2017,中甲预备队联赛,成人,深圳市佳兆业队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,4,20000,17,3,
293,31,,16,2017.3.22,2017,中国足协杯,成人,杭州安格队,运动员,运动员,使用过分力量踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,5,0,,4,
294,32,,16,2017.3.22,2017,中国足协杯,成人,杭州安格队,运动员,运动员,使用过分力量抢截球,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,0,,4,
295,33,,16,2017.3.22,2017,中国足协杯,成人,杭州安格队,运动员,运动员,使用过分力量脚踢（无球状态下 ）,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,0,,4,
296,34,,6,2017.3.22,2017,中国足协杯,成人,江西联盛队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,0,,4,
297,35,,15,2017.3.22,2017,中国足协杯,成人,青岛鲲鹏先楚国际队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,0,,3,
298,36,,,2017.3.29,2017,中国足协杯,成人,北京人和队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,6月,0,,,
299,37,,17,2017.4.7,2017,中超联赛,成人,贵州恒丰智诚队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,15000,17,6,
300,38,,21,2017.4.7,2017,中甲联赛,成人,保定英利易通容大队,官员,官员,指责 辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,6,
301,39,,23,2017.4.7,2017,中甲联赛预备队比赛,成人,大连超越队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,5,
302,40,,21,2017.4.7,2017,中超联赛预备队联赛,成人,广州富力队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,15000,17,5,
303,41,,27,2017.4.12,2017,中超联赛预备队联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,4,
304,42,,32,2017.4.12,2017,中甲联赛,成人,青岛黄海队,运动员,运动员,辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,3,
305,43,,35,2017.4.20,2017,中甲联赛,成人,浙江毅腾队,官员,官员,指责 辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,5,
306,44,,38,2017.4.20,2017,中甲联赛,成人,保定英利易通容大队,官员,官员,指责 辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,5,
307,45,,,2017.4.26,2017,,成人,有关俱乐部,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,6月,0,,,
308,46,,25,2017.4.26,2017,中国足协杯,成人,河北精英队,官员,官员,辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,68,4,20000,17,7,
309,47,,18,2017.4.26,2017,中国足协杯,成人,武汉卓尔职业队,俱乐部,俱乐部,"未安排主教练、首发运动员
参加赛前新闻发布会",4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,84,通报批评,30000,,6,
310,48,1,3,2017.4.26,2017,中乙联赛,成人,江西联盛队,运动员,运动员,辱骂 推击,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47 102,6,12000,17,18,
311,49,,42,2017.4.26,2017,中超联赛,成人,广州恒大淘宝队,官员,官员,多次擅自进入替补席,6,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105 13,4,12000,17,5,
312,53,,49,2017.5.4,2017,中甲联赛,成人,新疆天山雪豹新疆体彩队,官员,官员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,5,
313,54,,50,2017.5.4,2017,中超联赛,成人,天津泰达亿利队,运动员,运动员,向对方球员吐口水,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,4,20000,17,5,
314,55,,51,2017.5.4,2017,中超联赛,成人,河南建业队,官员,官员,"赛后非体育道德行为
（向裁判员竖大拇指）",8,0,0,0,0,0,0,0,1,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,15000,17,5,
315,56,,51,2017.5.5,2017,中超联赛,成人,河南建业队,官员,官员,推搡赛区官员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,赛区官员,0,1,0,不良,1,0,0,0,56 47,4,20000,17,6,
316,57,,36,2017.5.4,2017,中国足协杯,成人,北京人和队,运动员,运动员,使用过分力量铲倒,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 102,2,4000,17,1,
317,58,,40,2017.5.4,2017,中国足协杯,成人,贵州恒丰智诚队,运动员,运动员,使用过分力量抢截,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56 102,2,4000,17,1,
318,59,,50,2017.5.6,2017,中甲联赛,成人,大连一方队,运动员,运动员,向裁判员吐口水，未完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47 102,7,35000,17,6,
319,60,,34,2017.5.11,2017,中国足协杯,成人,天津泰达亿利队,运动员,运动员,撞击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,4,8000,17,9,
320,62,,58,2017.5.11,2017,中超联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,无球状态下踩踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,4,20000,17,6,
321,63,,61,2017.5.11,2017,中超联赛,成人,长春亚泰队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,15000,17,5,
322,64,,64,2017.5.11,2017,中超联赛,成人,广州恒大淘宝队,俱乐部,俱乐部,"未安排主教练、首发运动员
参加赛前新闻发布会",4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,84,通报批评,20000,17,6,
323,65,,61,2017.5.11,2017,中甲联赛,成人,内蒙古中优呼和浩特队,俱乐部,俱乐部,部分球员与对方发生冲突,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,105 12,通报批评,0,,5,
324,66,,61,2017.5.11,2017,中甲联赛,成人,浙江毅腾队,俱乐部,俱乐部,部分球员与对方发生冲突,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,105 12,通报批评,0,,5,
325,67,,63,2017.5.11,2017,中甲联赛,成人,深圳市佳兆业队,运动员,运动员,使用过分力量飞铲，蹬踏,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,5,25000,17,4,
326,68,,62,2017.5.11,2017,中甲联赛预备队联赛,成人,青岛黄海队,运动员,运动员,撞击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,5,25000,17,4,
327,69,,62,2017.5.11,2017,中甲联赛,成人,青岛黄海队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,1,8000,17,5,
328,70,,69,2017.5.17,2017,中超联赛,成人,上海上港队,官员,官员,指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,3,15000,17,3,
329,71,,72,2017.5.17,2017,中超联赛,成人,天津权健队,俱乐部,俱乐部,未安排运动员参加赛后采访,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,84,通报批评,20000,17,4,
330,72,,67,2017.5.17,2017,中超联赛,成人,重庆当代力帆队,俱乐部,俱乐部,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,通报批评,10000,17,4,
331,73,,69,2017.5.17,2017,中超预备队联赛,成人,天津泰达亿利队,运动员,运动员,使用过分力量抢截,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,10000,17,2,
332,74,,,2017.5.17,2017,,成人,大连权健队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,6月,0,,,
333,75,,,2017.5.17,2017,中乙联赛,成人,青岛中能队,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,3月,0,,,
334,76,,75,2017.5.24,2017,中超联赛,成人,河南建业队,俱乐部,俱乐部,未安排首发运动员参加赛前新闻发布会,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,84,通报批评,20000,17,3,
335,77,,80,2017.5.24,2017,中超联赛,成人,上海绿地申花队,运动员,运动员,使用过分力量抢截，蹬踩,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,4,
336,78,,79,2017.5.24,2017,中超联赛,成人,广州恒大淘宝队,运动员,运动员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,1,5000,17,5,
337,80,,79,2017.5.24,2017,中超联赛,成人,江苏苏宁苏宁易购队,运动员,运动员,未完成赛后握手仪式,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105,1,5000,17,5,
338,81,,80,2017.5.24,2017,中超预备队联赛,成人,上海绿地申花队,运动员,运动员,辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,5,25000,17,3,
339,82,,77,2017.5.24,2017,中超预备队联赛,成人,天津泰达亿利队,运动员,运动员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,56,1,5000,17,2,
340,83,,,2017.5.24,2017,,成人,有关俱乐部,运动员,运动员,弄虚作假,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,未定义,0,0,0,0,68,5月,0,,,
341,84,,84,2017.6.1,2017,中超预备队联赛,成人,长春亚泰队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,4,
342,85,,94,2017.6.7,2017,中超联赛,成人,贵州恒丰智诚队,运动员,运动员,用动作挑衅现场观众,2,0,1,0,0,0,0,0,0,0,0,0,0,0,观众,0,0,0,不良,1,0,0,0,61,2,10000,17,3,
343,86,,89,2017.6.7,2017,中甲联赛,成人,广东梅州客家队,官员,官员,将矿泉水瓶踢入场内干扰到比赛秩序,2,0,1,0,0,0,0,0,0,0,0,0,0,0,器材,0,0,0,不良,1,0,0,0,105,2,10000,17,3,
344,87,,92,2017.6.7,2017,中超预备队联赛,成人,天津泰达亿利队,运动员,运动员,辱骂裁判员,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,4,
345,88,,89,2017.6.7,2017,中超预备队联赛,成人,河南建业队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,4,
346,89,,89,2017.6.7,2017,中超预备队联赛,成人,广州富力队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,4,
347,90,,95,2017.6.7,2017,中超预备队联赛,成人,重庆当代力帆队,运动员,运动员,使用过分力量推倒对方队员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,4,20000,17,4,
348,91,,100,2017.6.14,2017,中甲预备队联赛,成人,武汉卓尔职业队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,3,
349,92,,98,2017.6.14,2017,中甲预备队联赛,成人,内蒙古中优呼和浩特队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,3,
350,93,,98,2017.6.14,2017,中甲预备队联赛,成人,深圳市佳兆业队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,3,15000,17,3,
351,94,,97,2017.6.14,2017,中甲联赛,成人,北京人和队,运动员,运动员,撞击,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56,5,25000,17,4,
352,95,,97,2017.6.20,2017,中超联赛,成人,上海上港队,俱乐部,俱乐部,"未安排主教练、首发运动员
参加赛前新闻发布会",4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,84,通报批评,40000,17,2,
353,96,,97,2017.6.21,2017,中超联赛,成人,上海上港队,运动员,运动员,"场上已发生混乱冲突情况下
使用过分力量推击对方队员",1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49,6,30000,17,3,
354,97,,97,2017.6.21,2017,中超联赛,成人,上海上港队,运动员,运动员,"以非道德方式侵犯他人
导致场上发生大规模聚拢和冲突",8,0,0,0,0,0,0,0,1,0,0,0,0,0,运动员,1,0,0,十分恶劣,0,0,0,1,56 49,8,40000,17,3,
355,98,,97,2017.6.21,2017,中超联赛,成人,广州富力队,运动员,运动员,"场上已发生混乱冲突情况下
使用过分力量推击对方队员",1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49,5,25000,17,3,
356,99,,97,2017.6.21,2017,中超联赛,成人,广州富力队,运动员,运动员,死球状态下冲向并推倒对方球员,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,56 49,7,35000,17,3,
357,100,,97,2017.6.21,2017,中超联赛,成人,上海上港队,俱乐部,俱乐部,因个别球员不当行为，导致多名球员在场上与对方球员发生大规模聚拢和冲突,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,105 12,通报批评,50000,17,3,
358,101,,97,2017.6.21,2017,中超联赛,成人,广州富力队,俱乐部,俱乐部,因个别球员不当行为，导致多名球员在场上与对方球员发生大规模聚拢和冲突,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,恶劣,0,0,1,0,105 12,通报批评,50000,17,3,
359,102,,106,2017.6.28,2017,中超预备队联赛,成人,天津权健队,运动员,运动员,将助理裁判员手旗打掉在地,1,1,0,0,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,4,20000,17,3,
360,103,,119,2017.6.28,2017,中甲预备队联赛,成人,广东梅州客家队,运动员,运动员,辱骂,3,0,0,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56 47,5,25000,17,3,
361,104,,107,2017.6.28,2017,中超联赛,成人,山东鲁能泰山队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,1,8000,17,4,
362,105,,105,2017.6.28,2017,中超联赛,成人,江苏苏宁苏宁易购队,官员,官员,赛后冲入场内指责,3,0,0,1,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,2,10000,17,2,
363,106,,97,2017.6.28,2017,中超联赛,成人,上海上港队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,不良,1,0,0,0,83,2,16000,17,10,
364,107,,108,2017.6.28,2017,中超联赛,成人,上海上港队,运动员,运动员,赛后致谢过程中，以不适当方式影响联赛环境,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105 13,2,50000,17,3,
365,108,,108,2017.6.28,2017,中超联赛,成人,上海上港队,运动员,运动员,赛后致谢过程中，以不适当方式影响联赛环境,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105 13,2,50000,17,3,
366,109,,108,2017.6.28,2017,中超联赛,成人,上海上港队,俱乐部,俱乐部,对球员管理不当，导致武磊、胡尔克赛后致谢过程中以不适当方式影响联赛环境,2,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,不良,1,0,0,0,105 12,通报批评,100000,17,3,
367,111,,13,2017.7.3,2017,中女超联赛,成人,北京北控置业女子足球队,运动员,运动员,推搡,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,7,0,,2,
368,112,,13,2017.7.3,2017,中女超联赛,成人,河北华夏幸福女子足球队,运动员,运动员,推搡,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,6,0,,2,
369,113,,13,2017.7.3,2017,中女超联赛,成人,河北华夏幸福女子足球队,运动员,运动员,从替补席进场推搡,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,5,0,,2,
370,114,,13,2017.7.3,2017,中女超联赛,成人,河北华夏幸福女子足球队,运动员,运动员,从热身区进场脚踢,1,1,0,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,56,7,0,,2,
371,115,,13,2017.7.3,2017,中女超联赛,成人,河北华夏幸福女子足球队,俱乐部,俱乐部,多名球员与对方球员发生聚拢和混乱,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,105 12,警告,0,,2,
372,116,,13,2017.7.3,2017,中女超联赛,成人,北京北控置业女子足球队,俱乐部,俱乐部,多名球员与对方球员发生聚拢和混乱,2,0,1,0,0,0,0,0,0,0,0,0,0,0,运动员,1,0,0,不良,1,0,0,0,105 12,警告,0,,2,
373,117,,124,2017.7.4,2017,中甲联赛,成人,保定英利易通容大队,官员,官员,以不适当言行严重干扰裁判员执法,2 3,0,1,1,0,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,不良,1,0,0,0,56,2,10000,17,3,
374,118,,124,2017.7.4,2017,中甲联赛,成人,保定英利易通容大队,官员,官员,不负责评论,4,0,0,0,1,0,0,0,0,0,0,0,0,0,媒体,0,0,0,十分恶劣,0,0,0,1,83 49,24月,100000,17,3,
375,120,,124,2017.7.4,2017,中甲联赛,成人,保定英利易通容大队,俱乐部,俱乐部,多名队员和官员围堵、指责裁判，且其时任负责人孟永立在公开场合发表不负责任评论,2 3 4,0,1,1,1,0,0,0,0,0,0,0,0,0,裁判员,0,0,1,十分恶劣,0,0,0,1,83 49,通报批评,100000,17,3,
